year,day,team_1,team_2,win_ind
2003,19,1103,1460,False
2003,19,1176,1461,False
2003,20,1114,1168,True
2003,20,1123,1304,True
2003,20,1138,1152,True
2003,20,1155,1459,True
2003,20,1160,1391,True
2003,20,1169,1239,True
2003,20,1173,1175,True
2003,20,1187,1279,True
2003,20,1157,1196,False
2003,20,1198,1233,True
2003,20,1199,1366,True
2003,20,1204,1263,True
2003,20,1218,1394,True
2003,20,1183,1227,False
2003,20,1228,1250,True
2003,20,1194,1234,False
2003,20,1240,1453,True
2003,20,1261,1375,True
2003,20,1268,1275,True
2003,20,1278,1421,True
2003,20,1286,1449,True
2003,20,1314,1330,True
2003,20,1212,1332,False
2003,20,1249,1334,False
2003,20,1347,1456,True
2003,20,1353,1396,True
2003,20,1206,1356,False
2003,20,1147,1364,False
2003,20,1374,1395,True
2003,20,1190,1376,False
2003,20,1311,1380,False
2003,20,1349,1390,False
2003,20,1393,1434,True
2003,20,1401,1411,True
2003,20,1243,1405,False
2003,20,1409,1410,True
2003,20,1151,1412,False
2003,20,1340,1424,False
2003,20,1105,1435,False
2003,20,1276,1439,False
2003,20,1197,1462,False
2003,21,1104,1292,True
2003,21,1111,1150,True
2003,21,1140,1382,True
2003,21,1163,1203,True
2003,21,1166,1237,True
2003,21,1180,1335,True
2003,21,1172,1181,False
2003,21,1182,1452,True
2003,21,1119,1192,False
2003,21,1207,1241,True
2003,21,1211,1428,True
2003,21,1214,1442,True
2003,21,1231,1269,True
2003,21,1212,1239,False
2003,21,1243,1276,True
2003,21,1113,1246,False
2003,21,1170,1258,False
2003,21,1133,1260,False
2003,21,1264,1357,True
2003,21,1115,1272,False
2003,21,1270,1280,False
2003,21,1154,1298,False
2003,21,1307,1322,True
2003,21,1306,1321,False
2003,21,1202,1323,False
2003,21,1164,1326,False
2003,21,1169,1332,False
2003,21,1117,1359,False
2003,21,1238,1379,False
2003,21,1220,1383,False
2003,21,1397,1440,True
2003,21,1288,1406,False
2003,21,1368,1407,False
2003,21,1310,1416,False
2003,21,1259,1420,False
2003,21,1110,1422,False
2003,21,1405,1439,False
2003,21,1200,1444,False
2003,21,1381,1450,False
2003,22,1102,1391,True
2003,22,1108,1431,True
2003,22,1120,1209,True
2003,22,1127,1162,True
2003,22,1129,1226,True
2003,22,1130,1131,True
2003,22,1107,1137,False
2003,22,1141,1229,True
2003,22,1147,1419,True
2003,22,1153,1197,True
2003,22,1157,1354,True
2003,22,1159,1165,True
2003,22,1166,1323,True
2003,22,1185,1352,True
2003,22,1186,1388,True
2003,22,1202,1237,True
2003,22,1216,1254,True
2003,22,1217,1221,False
2003,22,1224,1347,True
2003,22,1211,1231,False
2003,22,1126,1233,False
2003,22,1179,1234,False
2003,22,1247,1248,True
2003,22,1251,1456,True
2003,22,1183,1266,False
2003,22,1274,1401,True
2003,22,1283,1387,True
2003,22,1176,1285,False
2003,22,1305,1362,True
2003,22,1282,1313,False
2003,22,1236,1324,False
2003,22,1144,1330,False
2003,22,1116,1331,False
2003,22,1348,1425,True
2003,22,1360,1417,True
2003,22,1344,1378,False
2003,22,1385,1392,True
2003,22,1145,1386,False
2003,22,1374,1403,False
2003,22,1423,1427,True
2003,22,1269,1428,False
2003,22,1232,1434,False
2003,22,1204,1435,False
2003,22,1171,1436,False
2003,22,1246,1438,False
2003,22,1433,1443,False
2003,22,1135,1447,False
2003,22,1290,1454,False
2003,23,1112,1319,True
2003,23,1113,1428,True
2003,23,1124,1322,True
2003,23,1155,1219,True
2003,23,1156,1182,True
2003,23,1158,1461,True
2003,23,1172,1298,True
2003,23,1173,1191,True
2003,23,1138,1178,False
2003,23,1199,1273,True
2003,23,1208,1210,False
2003,23,1214,1350,True
2003,23,1115,1228,False
2003,23,1231,1438,True
2003,23,1237,1321,True
2003,23,1239,1366,True
2003,23,1211,1246,False
2003,23,1154,1268,False
2003,23,1270,1418,True
2003,23,1106,1279,False
2003,23,1292,1404,True
2003,23,1260,1296,False
2003,23,1160,1308,False
2003,23,1238,1309,False
2003,23,1242,1314,False
2003,23,1338,1384,True
2003,23,1339,1361,True
2003,23,1222,1349,False
2003,23,1161,1356,False
2003,23,1286,1365,False
2003,23,1200,1373,False
2003,23,1128,1375,False
2003,23,1379,1407,True
2003,23,1383,1389,False
2003,23,1196,1390,False
2003,23,1400,1426,True
2003,23,1412,1424,False
2003,23,1448,1463,True
2003,23,1152,1455,False
2003,23,1205,1457,False
2003,24,1277,1285,True
2003,24,1369,1454,True
2003,24,1263,1408,False
2003,24,1290,1410,False
2003,24,1258,1437,False
2003,25,1102,1117,True
2003,25,1104,1326,True
2003,25,1127,1254,True
2003,25,1137,1162,True
2003,25,1158,1329,True
2003,25,1196,1242,True
2003,25,1201,1226,True
2003,25,1203,1291,True
2003,25,1232,1369,True
2003,25,1233,1351,True
2003,25,1235,1273,True
2003,25,1258,1285,True
2003,25,1259,1264,False
2003,25,1314,1390,True
2003,25,1317,1374,False
2003,25,1354,1376,False
2003,25,1358,1388,False
2003,25,1402,1411,True
2003,25,1408,1416,False
2003,25,1429,1436,True
2003,25,1277,1437,False
2003,25,1110,1439,False
2003,26,1103,1324,True
2003,26,1113,1248,True
2003,26,1114,1161,True
2003,26,1124,1222,True
2003,26,1129,1225,True
2003,26,1131,1171,True
2003,26,1135,1298,True
2003,26,1138,1348,True
2003,26,1123,1139,False
2003,26,1140,1349,True
2003,26,1143,1156,True
2003,26,1144,1157,True
2003,26,1145,1310,True
2003,26,1147,1322,True
2003,26,1149,1391,True
2003,26,1133,1151,False
2003,26,1158,1437,True
2003,26,1153,1173,False
2003,26,1176,1186,True
2003,26,1141,1177,False
2003,26,1180,1284,True
2003,26,1181,1417,True
2003,26,1183,1191,True
2003,26,1187,1456,True
2003,26,1189,1271,True
2003,26,1192,1288,True
2003,26,1106,1197,False
2003,26,1198,1343,True
2003,26,1201,1388,True
2003,26,1137,1203,False
2003,26,1207,1406,True
2003,26,1175,1216,False
2003,26,1217,1392,True
2003,26,1220,1250,True
2003,26,1227,1229,True
2003,26,1234,1398,True
2003,26,1184,1236,False
2003,26,1108,1240,False
2003,26,1245,1283,True
2003,26,1249,1394,True
2003,26,1251,1306,True
2003,26,1247,1265,False
2003,26,1182,1268,False
2003,26,1274,1366,True
2003,26,1208,1278,False
2003,26,1206,1279,False
2003,26,1239,1280,False
2003,26,1122,1281,False
2003,26,1162,1291,False
2003,26,1164,1301,False
2003,26,1307,1308,False
2003,26,1200,1318,False
2003,26,1243,1321,False
2003,26,1107,1323,False
2003,26,1328,1341,True
2003,26,1277,1329,False
2003,26,1331,1455,True
2003,26,1332,1334,True
2003,26,1115,1338,False
2003,26,1339,1340,True
2003,26,1325,1344,False
2003,26,1257,1345,False
2003,26,1346,1410,True
2003,26,1299,1347,False
2003,26,1150,1350,False
2003,26,1226,1358,False
2003,26,1360,1415,True
2003,26,1142,1361,False
2003,26,1363,1365,True
2003,26,1362,1364,False
2003,26,1320,1373,False
2003,26,1111,1376,False
2003,26,1375,1379,False
2003,26,1170,1381,False
2003,26,1193,1385,False
2003,26,1382,1387,False
2003,26,1395,1450,True
2003,26,1371,1400,False
2003,26,1261,1401,False
2003,26,1403,1431,True
2003,26,1252,1407,False
2003,26,1116,1409,False
2003,26,1337,1414,False
2003,26,1263,1416,False
2003,26,1292,1422,False
2003,26,1190,1423,False
2003,26,1424,1449,True
2003,26,1289,1425,False
2003,26,1179,1429,False
2003,26,1296,1434,False
2003,26,1276,1444,False
2003,26,1433,1447,False
2003,26,1305,1451,False
2003,26,1241,1452,False
2003,26,1232,1454,False
2003,26,1453,1458,False
2003,26,1275,1460,False
2003,26,1258,1461,False
2003,26,1405,1464,False
2003,27,1119,1357,True
2003,27,1163,1435,True
2003,27,1169,1224,True
2003,27,1174,1254,True
2003,27,1179,1436,True
2003,27,1205,1210,False
2003,27,1130,1221,False
2003,27,1228,1442,True
2003,27,1231,1317,True
2003,27,1250,1410,True
2003,27,1304,1427,True
2003,27,1220,1346,False
2003,27,1330,1386,False
2003,27,1102,1399,False
2003,27,1369,1408,False
2003,27,1232,1416,False
2003,27,1384,1440,False
2003,27,1120,1443,False
2003,27,1396,1448,False
2003,27,1263,1454,False
2003,27,1286,1457,False
2003,27,1336,1463,False
2003,28,1120,1368,True
2003,28,1125,1298,True
2003,28,1128,1391,True
2003,28,1148,1269,True
2003,28,1149,1154,True
2003,28,1151,1229,True
2003,28,1153,1434,True
2003,28,1168,1289,True
2003,28,1192,1259,True
2003,28,1193,1423,True
2003,28,1199,1234,True
2003,28,1182,1206,False
2003,28,1157,1207,False
2003,28,1211,1449,True
2003,28,1235,1238,True
2003,28,1236,1252,True
2003,28,1105,1280,False
2003,28,1170,1281,False
2003,28,1291,1306,True
2003,28,1307,1318,True
2003,28,1239,1309,False
2003,28,1266,1323,False
2003,28,1135,1325,False
2003,28,1331,1398,True
2003,28,1142,1333,False
2003,28,1253,1337,False
2003,28,1267,1353,False
2003,28,1117,1359,False
2003,28,1362,1380,True
2003,28,1371,1383,True
2003,28,1376,1396,True
2003,28,1108,1378,False
2003,28,1324,1401,False
2003,28,1421,1441,True
2003,28,1178,1444,False
2003,28,1439,1459,False
2003,29,1104,1422,True
2003,29,1110,1251,True
2003,29,1112,1387,True
2003,29,1123,1237,True
2003,29,1126,1197,True
2003,29,1131,1217,True
2003,29,1141,1276,True
2003,29,1143,1224,True
2003,29,1137,1145,False
2003,29,1147,1372,True
2003,29,1155,1336,True
2003,29,1163,1357,True
2003,29,1127,1171,False
2003,29,1174,1335,True
2003,29,1176,1282,True
2003,29,1180,1248,True
2003,29,1181,1326,True
2003,29,1183,1442,True
2003,29,1187,1347,True
2003,29,1191,1443,True
2003,29,1194,1274,True
2003,29,1198,1203,False
2003,29,1204,1366,True
2003,29,1160,1208,False
2003,29,1228,1314,True
2003,29,1231,1268,True
2003,29,1233,1447,True
2003,29,1219,1246,False
2003,29,1241,1247,False
2003,29,1260,1394,True
2003,29,1175,1261,False
2003,29,1200,1264,False
2003,29,1114,1272,False
2003,29,1271,1308,False
2003,29,1313,1338,False
2003,29,1284,1343,False
2003,29,1351,1406,True
2003,29,1293,1356,False
2003,29,1364,1425,True
2003,29,1159,1393,False
2003,29,1395,1403,False
2003,29,1373,1405,False
2003,29,1116,1407,False
2003,29,1249,1411,False
2003,29,1428,1457,True
2003,29,1299,1433,False
2003,29,1196,1452,False
2003,29,1152,1453,False
2003,29,1345,1462,False
2003,30,1120,1354,True
2003,30,1124,1402,True
2003,30,1130,1382,True
2003,30,1132,1138,True
2003,30,1113,1140,False
2003,30,1150,1396,True
2003,30,1103,1156,False
2003,30,1166,1320,True
2003,30,1169,1360,True
2003,30,1170,1362,True
2003,30,1184,1289,True
2003,30,1201,1365,True
2003,30,1164,1206,False
2003,30,1202,1209,False
2003,30,1214,1330,True
2003,30,1222,1431,True
2003,30,1225,1450,True
2003,30,1115,1243,False
2003,30,1245,1348,True
2003,30,1165,1250,False
2003,30,1173,1275,False
2003,30,1277,1438,True
2003,30,1210,1278,False
2003,30,1122,1279,False
2003,30,1238,1280,False
2003,30,1179,1296,False
2003,30,1301,1321,True
2003,30,1318,1319,False
2003,30,1331,1374,True
2003,30,1332,1339,True
2003,30,1168,1337,False
2003,30,1344,1436,True
2003,30,1350,1412,True
2003,30,1253,1381,False
2003,30,1384,1464,True
2003,30,1363,1388,False
2003,30,1162,1392,False
2003,30,1292,1399,False
2003,30,1397,1401,False
2003,30,1409,1455,True
2003,30,1258,1414,False
2003,30,1305,1424,False
2003,30,1190,1435,False
2003,30,1448,1458,True
2003,30,1287,1460,False
2003,31,1102,1410,True
2003,31,1106,1209,True
2003,31,1139,1232,True
2003,31,1154,1219,True
2003,31,1193,1233,True
2003,31,1207,1376,True
2003,31,1211,1285,True
2003,31,1252,1398,True
2003,31,1265,1351,True
2003,31,1204,1273,False
2003,31,1309,1408,True
2003,31,1259,1310,False
2003,31,1216,1329,False
2003,31,1304,1378,False
2003,31,1131,1386,False
2003,31,1291,1420,False
2003,31,1194,1433,False
2003,31,1439,1440,True
2003,31,1449,1461,True
2003,31,1357,1463,False
2003,32,1110,1347,True
2003,32,1127,1176,True
2003,32,1156,1271,True
2003,32,1159,1306,True
2003,32,1119,1162,False
2003,32,1196,1199,True
2003,32,1234,1286,True
2003,32,1235,1442,True
2003,32,1126,1278,False
2003,32,1283,1359,True
2003,32,1236,1307,False
2003,32,1317,1451,True
2003,32,1292,1345,False
2003,32,1237,1360,False
2003,32,1239,1379,False
2003,32,1165,1393,False
2003,32,1198,1454,False
2003,32,1289,1457,False
2003,33,1104,1382,True
2003,33,1112,1361,True
2003,33,1108,1114,False
2003,33,1123,1460,True
2003,33,1129,1381,True
2003,33,1130,1269,True
2003,33,1137,1384,True
2003,33,1139,1191,True
2003,33,1147,1419,True
2003,33,1155,1263,True
2003,33,1157,1298,True
2003,33,1160,1282,True
2003,33,1161,1205,True
2003,33,1163,1447,True
2003,33,1164,1288,True
2003,33,1140,1166,False
2003,33,1142,1170,False
2003,33,1150,1172,False
2003,33,1173,1423,True
2003,33,1175,1192,True
2003,33,1176,1442,True
2003,33,1177,1193,True
2003,33,1181,1276,True
2003,33,1186,1225,True
2003,33,1187,1330,True
2003,33,1190,1421,True
2003,33,1197,1416,True
2003,33,1201,1362,True
2003,33,1206,1310,True
2003,33,1143,1208,False
2003,33,1210,1265,True
2003,33,1211,1450,True
2003,33,1214,1313,True
2003,33,1217,1250,True
2003,33,1135,1221,False
2003,33,1222,1426,True
2003,33,1116,1228,False
2003,33,1227,1231,False
2003,33,1183,1232,False
2003,33,1234,1379,True
2003,33,1127,1235,False
2003,33,1238,1429,True
2003,33,1240,1391,True
2003,33,1103,1241,False
2003,33,1229,1245,False
2003,33,1246,1314,True
2003,33,1251,1441,True
2003,33,1257,1375,True
2003,33,1168,1258,False
2003,33,1260,1434,True
2003,33,1261,1270,True
2003,33,1111,1266,False
2003,33,1267,1296,True
2003,33,1202,1272,False
2003,33,1275,1444,True
2003,33,1256,1280,False
2003,33,1281,1425,True
2003,33,1220,1284,False
2003,33,1239,1286,False
2003,33,1287,1394,True
2003,33,1182,1291,False
2003,33,1237,1292,False
2003,33,1293,1443,True
2003,33,1305,1334,True
2003,33,1308,1431,True
2003,33,1309,1368,True
2003,33,1317,1457,True
2003,33,1132,1321,False
2003,33,1268,1323,False
2003,33,1326,1399,True
2003,33,1216,1328,False
2003,33,1290,1331,False
2003,33,1242,1332,False
2003,33,1333,1339,True
2003,33,1335,1396,True
2003,33,1337,1364,True
2003,33,1336,1338,False
2003,33,1248,1343,False
2003,33,1345,1360,True
2003,33,1344,1348,False
2003,33,1249,1349,False
2003,33,1105,1354,False
2003,33,1356,1369,True
2003,33,1198,1359,False
2003,33,1145,1373,False
2003,33,1224,1383,False
2003,33,1200,1385,False
2003,33,1180,1386,False
2003,33,1387,1410,True
2003,33,1340,1388,False
2003,33,1124,1395,False
2003,33,1203,1400,False
2003,33,1341,1401,False
2003,33,1311,1403,False
2003,33,1252,1404,False
2003,33,1325,1405,False
2003,33,1106,1407,False
2003,33,1372,1411,False
2003,33,1113,1428,False
2003,33,1350,1433,False
2003,33,1408,1435,False
2003,33,1247,1437,False
2003,33,1365,1449,False
2003,33,1289,1451,False
2003,33,1422,1452,False
2003,33,1243,1453,False
2003,33,1283,1454,False
2003,33,1322,1455,False
2003,33,1439,1456,False
2003,33,1424,1458,False
2003,33,1153,1462,False
2003,33,1264,1463,False
2003,33,1138,1464,False
2003,34,1102,1204,True
2003,34,1120,1353,True
2003,34,1128,1418,True
2003,34,1141,1179,True
2003,34,1196,1378,True
2003,34,1199,1274,True
2003,34,1159,1254,False
2003,34,1203,1268,False
2003,34,1156,1277,False
2003,34,1301,1376,True
2003,34,1278,1304,False
2003,34,1165,1306,False
2003,34,1323,1400,True
2003,34,1322,1329,False
2003,34,1253,1417,False
2003,35,1105,1366,True
2003,35,1107,1119,True
2003,35,1110,1224,True
2003,35,1187,1439,True
2003,35,1231,1435,True
2003,35,1162,1250,False
2003,35,1263,1288,True
2003,35,1281,1453,True
2003,35,1135,1348,False
2003,35,1373,1389,True
2003,35,1174,1386,False
2003,35,1222,1402,False
2003,35,1129,1461,False
2003,35,1275,1462,False
2003,36,1113,1305,True
2003,36,1116,1256,True
2003,36,1130,1235,True
2003,36,1133,1139,False
2003,36,1143,1364,True
2003,36,1163,1269,True
2003,36,1170,1363,True
2003,36,1172,1382,True
2003,36,1177,1325,True
2003,36,1193,1265,True
2003,36,1217,1351,True
2003,36,1183,1228,False
2003,36,1234,1320,True
2003,36,1246,1408,True
2003,36,1251,1440,True
2003,36,1259,1420,True
2003,36,1260,1282,True
2003,36,1273,1289,True
2003,36,1114,1278,False
2003,36,1335,1437,True
2003,36,1253,1361,False
2003,36,1393,1422,True
2003,36,1317,1395,False
2003,36,1285,1450,False
2003,37,1102,1125,True
2003,37,1103,1233,True
2003,37,1124,1419,True
2003,37,1138,1310,True
2003,37,1140,1360,True
2003,37,1148,1216,True
2003,37,1152,1160,False
2003,37,1161,1176,True
2003,37,1192,1389,True
2003,37,1201,1334,True
2003,37,1131,1203,False
2003,37,1242,1409,True
2003,37,1243,1410,True
2003,37,1107,1254,False
2003,37,1132,1276,False
2003,37,1200,1353,False
2003,37,1383,1385,False
2003,37,1336,1396,False
2003,37,1405,1460,True
2003,37,1144,1423,False
2003,37,1168,1425,False
2003,37,1434,1454,False
2003,37,1306,1458,False
2003,37,1221,1463,False
2003,38,1216,1221,False
2003,38,1225,1285,False
2003,38,1284,1371,False
2003,38,1119,1392,False
2003,38,1271,1406,False
2003,38,1252,1407,False
2003,38,1158,1416,False
2003,38,1236,1461,False
2003,38,1148,1463,False
2003,39,1131,1325,True
2003,39,1159,1217,False
2003,39,1234,1235,False
2003,39,1192,1278,False
2003,39,1420,1437,False
2003,40,1104,1132,True
2003,40,1105,1289,True
2003,40,1114,1115,True
2003,40,1117,1379,True
2003,40,1120,1293,True
2003,40,1123,1232,True
2003,40,1124,1286,True
2003,40,1125,1260,True
2003,40,1129,1225,True
2003,40,1139,1275,True
2003,40,1140,1429,True
2003,40,1141,1265,True
2003,40,1138,1145,False
2003,40,1153,1247,True
2003,40,1155,1205,True
2003,40,1161,1450,True
2003,40,1166,1399,True
2003,40,1169,1363,True
2003,40,1175,1447,True
2003,40,1152,1176,False
2003,40,1179,1442,True
2003,40,1186,1449,True
2003,40,1196,1268,True
2003,40,1212,1322,True
2003,40,1168,1226,False
2003,40,1227,1356,True
2003,40,1228,1396,True
2003,40,1231,1345,True
2003,40,1239,1354,True
2003,40,1108,1240,False
2003,40,1243,1455,True
2003,40,1156,1245,False
2003,40,1257,1371,True
2003,40,1253,1258,False
2003,40,1261,1394,True
2003,40,1266,1458,True
2003,40,1267,1347,True
2003,40,1198,1269,False
2003,40,1251,1270,False
2003,40,1149,1276,False
2003,40,1246,1277,False
2003,40,1279,1433,True
2003,40,1280,1462,True
2003,40,1272,1281,False
2003,40,1299,1301,False
2003,40,1236,1304,False
2003,40,1103,1310,False
2003,40,1311,1380,True
2003,40,1319,1381,True
2003,40,1177,1323,False
2003,40,1287,1326,False
2003,40,1164,1328,False
2003,40,1271,1330,False
2003,40,1332,1337,True
2003,40,1170,1333,False
2003,40,1334,1362,True
2003,40,1318,1336,False
2003,40,1338,1368,True
2003,40,1263,1348,False
2003,40,1174,1351,False
2003,40,1343,1353,False
2003,40,1218,1361,False
2003,40,1305,1365,False
2003,40,1282,1369,False
2003,40,1331,1372,False
2003,40,1209,1375,False
2003,40,1352,1384,False
2003,40,1220,1385,False
2003,40,1173,1387,False
2003,40,1284,1389,False
2003,40,1388,1390,False
2003,40,1127,1393,False
2003,40,1178,1405,False
2003,40,1313,1406,False
2003,40,1283,1409,False
2003,40,1339,1417,False
2003,40,1395,1419,False
2003,40,1144,1421,False
2003,40,1133,1424,False
2003,40,1320,1428,False
2003,40,1359,1434,False
2003,40,1288,1439,False
2003,40,1147,1444,False
2003,40,1451,1453,True
2003,40,1452,1459,True
2003,40,1290,1454,False
2003,40,1378,1460,False
2003,40,1403,1461,False
2003,41,1112,1400,True
2003,41,1130,1392,True
2003,41,1150,1274,True
2003,41,1158,1391,True
2003,41,1189,1422,True
2003,41,1128,1199,False
2003,41,1208,1211,True
2003,41,1235,1366,True
2003,41,1252,1309,True
2003,41,1254,1383,True
2003,41,1259,1291,False
2003,41,1307,1308,False
2003,41,1201,1329,False
2003,41,1180,1346,False
2003,41,1210,1397,False
2003,41,1404,1416,True
2003,41,1401,1427,False
2003,41,1219,1435,False
2003,41,1229,1443,False
2003,41,1374,1448,False
2003,42,1115,1117,False
2003,42,1122,1125,True
2003,42,1142,1258,True
2003,42,1151,1202,True
2003,42,1166,1175,True
2003,42,1105,1197,False
2003,42,1207,1313,True
2003,42,1227,1359,True
2003,42,1194,1241,False
2003,42,1285,1390,True
2003,42,1292,1293,False
2003,42,1337,1350,True
2003,42,1376,1459,True
2003,42,1108,1418,False
2003,43,1111,1374,True
2003,43,1114,1369,True
2003,43,1144,1219,True
2003,43,1145,1288,True
2003,43,1153,1332,True
2003,43,1123,1173,False
2003,43,1178,1442,True
2003,43,1181,1299,True
2003,43,1210,1407,True
2003,43,1211,1301,True
2003,43,1217,1436,True
2003,43,1226,1399,True
2003,43,1184,1257,False
2003,43,1261,1341,True
2003,43,1264,1460,True
2003,43,1260,1277,False
2003,43,1279,1419,True
2003,43,1267,1287,False
2003,43,1319,1417,True
2003,43,1333,1340,True
2003,43,1285,1337,False
2003,43,1350,1390,True
2003,43,1296,1378,False
2003,43,1388,1415,True
2003,43,1149,1397,False
2003,43,1309,1402,False
2003,43,1311,1412,False
2003,43,1404,1424,False
2003,43,1428,1429,False
2003,43,1190,1438,False
2003,43,1120,1444,False
2003,43,1339,1451,False
2003,44,1116,1358,True
2003,44,1133,1141,False
2003,44,1150,1356,True
2003,44,1177,1198,True
2003,44,1182,1464,True
2003,44,1129,1186,False
2003,44,1199,1391,True
2003,44,1208,1375,True
2003,44,1229,1239,True
2003,44,1156,1237,False
2003,44,1151,1245,False
2003,44,1257,1264,True
2003,44,1115,1274,False
2003,44,1209,1280,False
2003,44,1117,1283,False
2003,44,1308,1431,True
2003,44,1189,1321,False
2003,44,1282,1329,False
2003,44,1326,1338,False
2003,44,1125,1345,False
2003,44,1171,1346,False
2003,44,1343,1351,False
2003,44,1271,1352,False
2003,44,1212,1387,False
2003,44,1289,1398,False
2003,44,1307,1403,False
2003,44,1152,1416,False
2003,44,1126,1418,False
2003,44,1379,1443,False
2003,44,1354,1448,False
2003,44,1441,1452,False
2003,44,1249,1455,False
2003,44,1184,1460,False
2003,45,1114,1341,True
2003,45,1128,1311,True
2003,45,1132,1324,True
2003,45,1155,1457,True
2003,45,1169,1258,True
2003,45,1174,1422,True
2003,45,1122,1191,False
2003,45,1187,1206,False
2003,45,1217,1273,True
2003,45,1227,1321,True
2003,45,1248,1389,True
2003,45,1272,1279,True
2003,45,1232,1293,False
2003,45,1314,1436,True
2003,45,1344,1350,True
2003,45,1238,1372,False
2003,45,1145,1382,False
2003,45,1390,1414,True
2003,45,1270,1400,False
2003,45,1331,1409,False
2003,45,1380,1410,False
2003,45,1394,1412,False
2003,45,1214,1433,False
2003,45,1205,1438,False
2003,45,1376,1461,False
2003,46,1143,1212,True
2003,46,1110,1158,False
2003,46,1173,1330,True
2003,46,1176,1241,True
2003,46,1182,1357,True
2003,46,1157,1190,False
2003,46,1147,1201,False
2003,46,1207,1224,True
